Day,StartLevel,TargetLevel,Technique,ByModel,Mode,LevelUsedForDecision,Action,L1_day_used,ActivityVector10,Activities10_Order,pos1,pos2,pos3,pos4,HoursPerDay,CumHoursIfCompleted
1,1,5,Baseline MDP (fully observed),PolicyTimeOptimal,sample_seed42,1,B,1,"[1, 0, 0, 2, 0, 0, 3, 0, 0, 4]","[""GenAct1_Lv1"", ""GenAct2_Lv1"", ""GenAct3_Lv1"", ""GenAct4_Lv1"", ""GenAct5_Lv1"", ""GenAct6_Lv1"", ""GenAct7_Lv1"", ""GenAct8_Lv1"", ""GenAct9_Lv1"", ""GenAct10_Lv1""]",GenAct1_Lv1,GenAct4_Lv1,GenAct7_Lv1,GenAct10_Lv1,2.0,2.0
